414992,901914,B,B,B,U
415948,437487,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,A,U,S,S,S,S,S,S,A,A,A,A,A,U,A,A,U,S,U,B,U,S,U,S,U,S,U,B,U,S,U,S,U,B,B,B,B,B,U,B,B,S,S,U,B,B,B,U,B,B,S,S,U,S,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
421341,312644,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,A,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B
425099,288497,U,A,B,B
430545,168694,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,U,A,B,B,B,B,B,U,B,B,B,B,B,U,B,A,B,B,B,B,B,B,B,B,B,B,U,B,U,B,U,B,B,U,B,U,A,B,B,B,B,B,B,B,U,A,U,A,U,B,B,B,B,U,B,B,B,B,B,B,U,B,B,U,B,A,U,B,U,B,B,B,U,B,U,B,U,B,U,B,U,B,B,A,A,U,B,B,A,A,A,A,U,S,U,A,B,A,U,A,A,U,S,U,A,U,S,S,S,B,A,U,A,A,U,A,A,A,U,B,U,B,A,U,A,U,B,A,U,S,U,A,U,B,A,A,B,U,A,U,S,U,S,U,A,U,B,B,A,A,A,U,A,U,A,A,U,S,A,A,B,U,A,A,U,A,B,A,S,U,B,A,U,A,U,A,U,A,U,B,A,U,S,U,S,A,U,B,A,U,A,U,A,U,A,U,A,U,S,U,S,U,B,A,U,A,B,U,B,B,U,B,U,B,U,B,U,B,B,U,S,B,A,U,B,U,A,B,B,U,B,B,B,B,U,B,B,B,U,B,B,B,B,U,B,B,B,B,B,B,U,B,B,B,U,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,U,B,U,S,U,A,U,B,A,U,B,U,A,U,B,U,A,U,A,B,B,U,A,U,B,U,B,U,A,B,A,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,U,A,U,B,B,U,B,B,B,U,B,B,U,B,U,B,U,B,U,B,U,A,B,B,U,A,U,A,B,B,U,B,B,B,B,B,B,B,U,B,B,A,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,A,U,B,U,B,U,B,B,B,B,B,B,B,B
439108,1366714,B,B,B,B,B,B,B,B,U,B,B,B
454503,3035375,A,A,A,A,A,U,B,U,B,A,A
456194,896163,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,S,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
466328,288864,B,B,B,B,B,B,B,U
474075,875864,S,S,U,S,S,U,S,U,S,U,A,U,A,A,B,U,A,U,B,B,A,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,U,A,B,B,B,B,U,B,B,A,S,U,B,U,B,B,B,B,B,B,B,B,B,B,B,B
476423,295975,U,B,U,B,U,B,B,B,S,U
476886,120586,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,U,B,U,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
481975,824372,S
494631,779665,B,B,B,B,B,U,A,U,B,U,B,B,U,S,U,B,U,B,B
496485,1280908,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
498853,808171,B,B,B,B,U,B,A,U,S,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,S,U,B,U
499831,904721,U,S,U,S,B,U,B,U,S,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
502227,926708,A,A,A,A,U,B,B,B,B,B,B,B,B,B,B
503559,848095,B,B,U,S,U,B
510864,932445,A,A,A,A,U,B
513321,932055,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,S,B
515116,897450,B,B,B
515150,10525760,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
515558,890792,B,B,B,U,B,U,A,U,B,B,B,U,A,U,A,A,U
515959,298674,B,B,B,B,U,A,B,U,B
516020,906102,A,A,A,A,A,B,A,B,U,A,A,A,U,A,A,A,A,B,B,U,B,A,A,A,A,U,A,B,U,B,U,B,U,A,B,A,U
516140,918806,A
519315,4835102,B,U,B
522275,1292068,B,B
524568,920501,B,A,A,B,B,B,U,B,U,S,B,B,B,B,B
525858,856961,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B
526425,919244,B,A,A,U,B,U,B,B,B,B,B,U,S,S,U,B,S,S,U,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U
527030,1317076,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
530163,1328141,U,B,U,B,B,U,B,B,B,B
533910,1505471,A,A,A,A,A,A
537520,808371,B,U,A,U
539211,2821801,B,U,B,B,B,B
542270,1270878,B,B,B,B,B,B,B,B,B,B,B,B,B,B
542814,5706641,U,A
545476,808458,B,B,B,U,B,B,B,B
556570,771349,A,A,U,A,U
556914,885502,U
560839,892104,B,U,B,U,B,U
566146,5147613,A,A,A,A,A,A,A,A,A,A,A,U
578453,876963,B,U,B,B,A,U,B,U,A,A,U,S,S,U
580897,1383048,S
583547,919880,A,U,A,U
589152,1438981,B,U,B,U,B,B,B,B,B,U,B,B,B,B,B
592813,874596,B,U,B,U,B,U,B,U,B,B
593662,2798449,B,B,U,B,U,A,B,B,B,B,B,B,B,U,B,U,B
596041,2064432,B,B,U,A,U,B,U,B
596610,833133,B,B,B,B,U,S,U,S,A,U,B,U,B,B,U,B,U,S,U,S,U,B,U,S,U,B,B,U,B,B,U,S,B,B,U,B,U,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
598671,947901,B,B,B,U,B,B,B,B,B,B,B,B,B,B
599574,779136,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B
602348,1433840,U,B,A,U,S,U,S,B,B,U,B,B,B,B,U,B,U,B,A,S,U,S,U,B,U,B,B,B,U
602462,913497,B,U,A,U,S,U,B,A,U,A,U,A,A,S,U,B,U,B,U,A,U,B,B,U,A,B,U,A,U,A,U,B,U,B,U,B,U,S,S,S,U,B,S,B,B,B,B,B,B,U,B,B,U,B,U,B,B,B,B,B,U,B,U,B,U,B
604881,918574,U,B,B,B,B
606643,794779,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B
610027,892544,B,B,U,A,U,B,U,S,U,S,B,U,B,U,B,U,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,A,S,U,A,U,B,U,S,S,S,U,S,U,A,S,S,S,S,U,A,U,S,S,S,U,A,U,B,U,A,A,A,U,S,S,S,U,S,A,U,B,U,B,U,S,S,A,U,A,B,U,A,S
619636,926955,A,U,A,U,A,U
620680,2138614,A,A,A,U,B,U,S,S,S,U,A,U,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,U,B,U,S,S,S,S,S,U,S,S,S,A,A,A,A,A,A,A,U,A,U,A,A,A,A,A,A,A,A,A,A,A,A,U,S,S,U,B,U,S,U,S,S,U,B,U,B,B,B,B,B,B,U,B,U,B,B,B,B,B,B,B,B,B,B,U,A,U,B,B,U,B,B
626149,292166,U
628375,920713,U,B,B,B,B,B,B,S,S,U,S,S,U,S,B,B,B,B,B,B,U,B,B,B,B,B,B,B
633482,3077509,B,B,U,B,B,B,B,B,B
635548,1337789,B,U,A,U
636559,380211,B,B,B,B,B,U
636834,2802846,U,S,S,S
638055,1517862,B,U,A,U,A,S,U,S,U,B,B,B,U,B,S,S,S,U,S,U
639006,1344678,B,U,A,B,B,B,U,B,B,U,B,U,B,B,B,B,B,B
639037,92232,B,B,B,B,U,B,U,B,B,B,B
643630,1367726,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,S,A,A,A,A,A,A,A,A,A,U,A,A,A,A,A,A,A,A,U,B,A,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
645025,1286761,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
649451,867222,A,A,U,B,B,B,B,U,A,U,A,U,A,A,A,U,A,B,U,A,B
653911,2235770,B,B,U,B,B,B
655568,2080564,B,B,U,B,B,B,B,B,B,B,U
662645,1328163,U
665150,1487634,B,A,B,U,A,B,B,B,B,B,B,B,B,B,B,B,B,B,U,S,S,S,S,S,S,S,S,U,S,S,S,S
673256,881755,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,U,A,U,A,A,A,A,A,A
679483,1323266,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,A,B,B,B,B,U,B,B,U,S,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
679939,802262,B,B,B,B,B,B,B,B,U,B,U,A
682287,1330528,U,B,U,S,S,B,B
683498,1291218,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
688419,289583,B,B,U,B,U,S,U,B,B,U,S,U,S,B,U,S,S,S,S,S,S
689040,294227,B,B,B,U,A,U,B,B,U
690922,1484690,B,B,B,B,B,B,B,U,B,U,B,B,U,S,U,S,S,S,S,S,U
694859,816027,B,U,A
695623,885466,B,B,B,B,U
701712,1510248,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,U,B,B
706495,777964,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,U,B,B,U,B,B,U,B,B,B,B,B,B,U,S,B,U,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
718497,2988970,B,B,U,B,A,A,U,B,U,B,B,U,S,U,S
742086,5763375,B,B,A,A,B,B,U,B,B
742881,1341486,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U
743709,417856,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U
743906,670708,B,B,U,A,U,A,S,S,S,U,S,S,S,U,B
743965,1458973,U
749787,911552,B
757657,908579,B
765461,3065136,U,B,S
773243,2769587,B,B,U,A,A,B,U,A,B,U,B,B,A,A,A,U,A,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
775656,811201,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,U,B,A
778738,2937176,A,A,U,B,U
782203,2062287,U,B,U,A
782553,1318196,U,B,U,B,B,U
787069,2950331,B,U,B,A,A,A,U,B,A
791573,4798222,A,A,A,A,A,B,A,A,A,A
792931,2847349,U
794748,1324064,U,B,B
797337,4883880,A,A,A,A,A,A,A,U,B,B,B,B,B
801436,2877784,B,B,U,B,B,B,B,B,B,B,B,U
803644,881598,A,A,A,A,S,A,A,U,B,B,B
806630,1422265,B,B,B,U,B,B,B,B,B,B,B,B
817539,1417636,B,B,B,B,A,A,A,U,S,A,U,B,U,B,U,S,U,A,A,U,A,S,S,U,B,B,B,B,B,B,A,A,A,U,A,A,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,S,U,B,A,B,A,B
821056,908966,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
822703,1308716,B,B,B,U,B,B,B,B,B,B
824632,1507131,U
825564,2966301,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,B,S,B,U,B,U,B,U
830323,4694211,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,A,A,A,A,A,A,A,A,A,A,A,U,A,A,A,A,A,A,A,A,A,A,A,U,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,A,U,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,U,B,U,A,U,A,A
830554,2982808,B,B,B,B,B,B,B,B,U,B,B,B,B
833995,1485338,B,B,U,A,U,B,B,B,U,B,B,B,B,B,B
834352,1428454,B,B,B,U,B,B,B,A,U
845886,3029252,U,S,U,A,A,A,B
847854,953097,B,B,B,B,B,U,A,A,A,U,A,B,A,B,B,A,U,A,B,U,B,A,U,A,B,U,B,U,B,B,U,S,U,B
850345,3051015,A,A,U,B
855104,809164,B,B,B,B,B,B,B,B,B,B,U,B,B
857627,801832,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,A,A,A,A,U,B,B,B,B,U
859625,801513,B,B,B,B,B,B,B,B,U
864136,3094025,S,U,S,S,S,U,S,S,S,S,S,S,S,U,S,S,S,S,U,S,S,S,S,S,U,S,S,U,A,U,S,S,A,U,S,S,S,S,S,S,S,S,U,S,S,S,S,U,S,S,S,S,S,S,U,S,S,S,S,U,S,U,S,U,S,U,B,U,B,U,B,B,B,B,B,B,B,B,U,B,B,U,B,U,B,B,U,B,B,B,U,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
864710,2078475,U,A,B,U,S,S,U,S,S,U,A,U
871086,1314130,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,U,A,A,U,B
877176,3078999,B,B,B,U,B,A,B,B,U,B
879371,3131566,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
884592,770609,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,S,S,S,S,B,B,B,B,B,B,S,U,S,B,S,S,S,S,S,S,B,B,B,B,B,B,B
885115,931907,B,B,B,B,U,B,U,B,A,U,A,S,B,U,B,U,B,U,S,U
896870,4718841,A,U,B,U,A,U,B,U,B,A,B,B,U,A,A,U,B,B,B,B,U,A,B,U,B,U,A,U,A,B,B,U,A,U,B,U,A,U,B,B,A,B,U,A,B,A,B,A,U,A,A,U,A,B,A,A,U,A,U,B,B,B,B,A,U,B,U,B,U,B,U,B,S,B,U,B,U,A,B,U,A,B,A,B,B,U,A,U,B,B,U,B,S,U,S
897854,2973494,B,B,U,B,B,B,B
898034,2841162,B,B,B,B,B,B,B,B,B,U,B,B,B,B,B,B,B,B,B
915332,5175934,B,U,B,U,A,B,U,A,U,S,B,U,S,S,U,S,S,U,B,U,S,U,B,B,B,B,B,B,B,B,B,B,B,B,B
929546,2849694,A,U
929999,2076997,B,B,B,B,B,B,B,U,A,A,U,A,B,B,U,B,U,B,B,A,U,B,A,U,B,B,B,B,B,B,B,B,B
933105,890078,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B
933277,5029270,B,B,B,B,U,B,U,A,A,U,B,U,A,U,B,U,B
933294,902731,B,B,B,B,A,U,S,S,U
933451,5099889,U,A,A,A,A,A,U,S,S,S,S,S,S,S,U,S,S,S,S,S,S,U,S,U,A,U,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,U,S,S,U,S,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,U,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,U,S,U,S,U,B,A,U,S,U,A,U,S,S,S,U,S,S,S,S,U,B,B,B,B,B,B,B,B,B,B,B,U,S,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,U,A,A,U,B,U,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B
933503,2994831,B,U,A,U,A,U,B,A
933520,864446,B,B,B,B,B,B,B,B,B,B,B,B,U,A
933525,1299246,B,B,B,B,U,B,A,A,U,A
933545,5863480,B,U,S,S,S,U,S,S,U,A
933555,885588,B,B,B,U,B,B,B,B,B,B
934782,6233367,A,A,A,A,A,A,A,A,U,B,B,B,B,B,B,B
935600,892702,B,B,B,B,B,B,B,B
936127,1292645,U
937234,5925930,B,U,A,B,U,B,B,A,A,U,A,A,A,U,A,U,B,B,U,B,A,B,U,B,U,B
938863,6111603,U,B,B,B,B,B,B
938893,392744,B,B,B,B,B,B,B,B,A,A,A,U,B,U,B,B,U,B,B,U,S,U,B,B,U,S,B,B
943539,1394159,B,B,U,S,U,B,B,U,B,B,B,B
945172,1830602,A,U,B,B
946145,6010897,A,A,A,A,U,A,U
949534,3421818,B,U,B,U,B,B,B,U
951073,6026706,B,B,B,B,U,A,U,A,A,B,B,A
956660,6011863,U,B,B
961188,5689211,B,B,A
961898,2974876,A,U,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
965184,896069,A,B
965200,2637632,B,B,B,B,U,B,A,A,U,B,B,U,B,U,B,U,A,B,U,B,B,A,U,B,B,B,B
967797,2989140,A,A,A,A,A,A,A,A,A,A,A,U,A,U,S,U,A,U,B,U,B,U,B,B,B,B,B,B,B,B,B,B,B,B,U,B,U,B,B,B,B,B,B,B
968377,1296211,B,U
969633,6256069,B,U,A,U,B,U,S,S,U,S,U
970096,5947306,B,U
970795,6264260,U,A,S,U,S,U,S,B,B
972154,814452,B,B,B,B,B,U
973769,5860126,U,B,U,B,S,S,U,B,A,A,U,A,A,A,U,B,U,B,U,A,U,B,A,U,B,U,B,U,A,U,A,U,B,U,A,U,A,U,A,U,A,B,U,A,U,B,B,B,U,A,U,B,A,U,A,B,U,B,U,B,U,B,U,B,U,B,U,A,U,B,B,B,B,B,B
974041,5367685,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,U,B,B,B,B,B,B,B,B,B,B,B
978289,4858904,U,A,U,S,B,B,B,B,B
985440,4870926,S,S,S
985461,1381718,B,B,B,B,B,B,B,B,B,B,B,B,B,U,B,U,B,U,B,B,B,B,B,B,B
990254,799864,B,B,B,B,B,B,B,B,B,B,U,B,B,U,A,A,A,A,A,A,A,A,A,A,A,U,S,S,B
991659,875616,B,A
